concept,concept_type,domain,drill_up,indicator_url,name,scale,scales,tooltip,unit
median_age_years,measure,,,http://spreadsheets.google.com/pub?key=tH113JLeGr5DhWgtqN2FxWg,Median age,lin,"['linear', 'log']",The median age of total population (years).,years
population_density_per_square_km,measure,,,http://spreadsheets.google.com/pub?key=tVY51lNaCL9m9xPqf29oFAA,Population density,lin,"['linear', 'log']",Average number of people on each square km of the land in the given country.,per square km
population_total,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0XOoBL_n5tAQ,Population,,"['linear', 'log']",Total population,people
age_at_1st_marriage_women,measure,,,http://spreadsheets.google.com/pub?key=t4eF8H_jq_xyKCUHAX6VT1g,Age at 1st marriage,lin,"['linear', 'log']","The mean age, in years, of first marriage for women. Women who never married are excluded. Cohabitation is excluded. The data are based on multple sources and definitions might vary.",women
murder_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=tZgPgT_sx3VdAuyDxEzenYA,Murder,lin,"['linear', 'log']","Mortality due to interpersonal violence, per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
corruption_perception_index_cpi,measure,,,http://spreadsheets.google.com/pub?key=tKOphM3UPRd94T6C6pmsuXw,Corruption Perception Index,,"['linear', 'log']",Transaprency International's score of perceptions of corruption. Higher values indicate less corruption. ,CPI
democracy_score_use_as_color,measure,,,https://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGQ2YlhDSWVIdXdpMmhLY2ZZRHdNNnc,Democracy score,lin,"['linear', 'log']","Overall polity score from the Polity IV dataset, calculated by subtracting an autocracy score from a democracy score. It is a summary measure of a country's democratic and free nature. -10 is the lowest value, 10 the highest. ",
hdi_human_development_index,measure,,,http://spreadsheets.google.com/pub?key=tyadrylIpQ1K_iHP407374Q,Human Development Index,lin,"['linear', 'log']","Human Development Index is an index used to rank countries by level of ""human development"". It contains three dimensions: health level, educational level and living standard. ",HDI
agriculture_workers_percent_of_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rzFD5mOuB5mR7-vLoP04LAQ,Agriculture workers,lin,"['linear', 'log']",Percentage of all labour force that works in agriculture sector.,% of labour force
industry_workers_percent_of_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rqcJTExcUqNdolB-7flqebQ,Industry workers,lin,"['linear', 'log']",Percentage of all labour force that works in industry sector.,% of labour force
service_workers_percent_of_labour_force,measure,,,http://spreadsheets.google.com/pub?key=r4orIwujZpT-z3Exd_9ARpQ,Service workers,lin,"['linear', 'log']",Percentage of all labour force that works in service sector.,% of labour force
female_agriculture_workers_percent_of_female_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rraOr_PTB0jcQ60TagEH_WQ,Female agriculture workers,lin,"['linear', 'log']",Percentage of all female labour force that works in agriculture sector. ,% of female labour force
female_industry_workers_percent_of_female_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rA5BvUGX_Es43DaKb3FidUg,Female industry workers,lin,"['linear', 'log']",Percentage of all female labour force that works in industry sector. ,% of female labour force
female_service_workers_percent_of_female_labour_force,measure,,,http://spreadsheets.google.com/pub?key=r1B3mjfpBItUmvrhqaRgTWQ,Female service workers,lin,"['linear', 'log']",Percentage of all female labour force that works in service sector. ,% of female labour force
male_agriculture_workers_percent_of_male_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rtt_ihBgyYafmDJpThQecoA,Male agriculture workers,lin,"['linear', 'log']",Percentage of all male labour force that works in agriculture sector.,% of male labour force
male_industry_workers_percent_of_male_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rmLnlLnnm2kjBbNsBZYxqow,Male industry workers,lin,"['linear', 'log']",Percentage of all male labour force that works in industry sector.,% of male labour force
male_service_workers_percent_of_male_labour_force,measure,,,http://spreadsheets.google.com/pub?key=ravxsZdBslM5zF5HwDsX30g,Male service workers,lin,"['linear', 'log']",Percentage of all male labour force that works in service sector.,% of male labour force
family_workers_percent_of_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rW7k_DdDKlGgJhzYRuNvguw,Family workers,lin,"['linear', 'log']",Percentage of all labour force that works as contributing family workers.,% of labour force
salaried_workers_percent_of_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rcO6CXqmEjV-wS-29qejCpw,Salaried workers,lin,"['linear', 'log']",Percentage of all labour force that earns a salary from working.,% of labour force
self_employed_percent_of_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rSrvaPPzWvOyTMb9_dfJDtQ,Self-employed,lin,"['linear', 'log']",Percentage of all labour force that works as self-employed workers.,% of labour force
female_family_workers_percent_of_female_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rjFKVVoWIVbTgdtJK2xOZqQ,Female family workers,lin,"['linear', 'log']",Percentage of all female labour force that works as contributing family workers. ,% of female labour force
female_salaried_workers_percent_of_female_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rhuyv42EAyApMwy4tDYm3XQ,Female salaried workers,lin,"['linear', 'log']",Percentage of all female labour force that earns a salary from working. ,% of female labour force
female_self_employed_percent_of_female_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rIe2Y4f4Ehde4I4BGPN2VBg,Female self-employed,lin,"['linear', 'log']",Percentage of all female labour force that works as self-employed workers. ,% of female labour force
male_family_workers_percent_of_male_labour_force,measure,,,http://spreadsheets.google.com/pub?key=rJMlhr2YOvL2EE5NhpbfYAg,Male family workers,lin,"['linear', 'log']",Percentage of all male labour force that works as contributing family workers.,% of male labour force
male_salaried_workers_percent_of_male_labour_force,measure,,,http://spreadsheets.google.com/pub?key=riwXFQrsUhb96BT2yFC9rFw,Male salaried workers,lin,"['linear', 'log']",Percentage of all male labour force that earns a salary from working.,% of male labour force
male_self_employed_percent_of_male_labour_force,measure,,,http://spreadsheets.google.com/pub?key=raAOA9AFRPzq5ilAm5Qa65Q,Male self-employed,lin,"['linear', 'log']",Percentage of all male labour force that works as self-employed workers.,% of male labour force
aged_15_24_employment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rfHz_nx27dDQo4dUoIeVT3A,Aged 15-24 employed,lin,"['linear', 'log']","Percentage of total population, age group 15-24, that has been employed during the given year.",%
aged_15plus_employment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rV0ksExNqh6V_h40f0_nFjg,Aged 15+ employed,lin,"['linear', 'log']","Percentage of total population, age group 15+, that has been employed during the given year.",%
females_aged_15_24_employment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rRS0FbArN8jYsY25X-ZiU9A,Females aged 15-24 employed,lin,"['linear', 'log']","Percentage of female population, age group 15-24, that has been employed during the given year.",%
females_aged_15plus_employment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rOXvRa2ZC2oXqBn7gz62IMg,Females aged 15+ employed,lin,"['linear', 'log']","Percentage of female population, age group 15+, that has been employed during the given year.",%
males_aged_15_24_employment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rCyfwvThkbHVlNVw48vHybg,Males aged 15-24 employed,lin,"['linear', 'log']","Percentage of male population, age group 15-24, that has been employed during the given year.",%
males_aged_15plus_employment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rTRt7Z5m9i9D9-vvipvdx2w,Males aged 15+ employed,lin,"['linear', 'log']","Percentage of male population, age group 15+, that has been employed during the given year.",%
aged_15_64_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rx1TECfEnGlnomonxCCO-Aw,Aged 15-64 labour force participation rate,lin,"['linear', 'log']","For age group 15-64, percentage of all labour to total population.",%
aged_25_54_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rTrB-PY0sfM_gdAQ20XovfA,Aged 25-54 labour force participation rate,lin,"['linear', 'log']","For age group 25-54, percentage of all labour to total population.",%
aged_15plus_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=ryyQX_1TXlohXWOSUswhIKg,Aged 15+ labour force participation rate,lin,"['linear', 'log']","For age group 15+, percentage of all labour to total population.",%
aged_65plus_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=r1hlZB_n1rpXTij11Kw7lTQ,Aged 65+ labour force participation rate,lin,"['linear', 'log']","For age group 65+, percentage of all labour to total population.",%
females_aged_15_64_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rLRScmH2JZmjxsCGW2LB1cA,Females aged 15-64 labour force participation rate,lin,"['linear', 'log']","For age group 15-64, percentage of female labour to total female population.",%
females_aged_25_54_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rgdYcit5cC0wxcLAQf9kJ_Q,Females aged 25-54 labour force participation rate,lin,"['linear', 'log']","For age group 25-54, percentage of female labour to total female population.",%
females_aged_15plus_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rZyHDNFsPBn7cqZCIzDQtIg,Females aged 15+ labour force participation rate,lin,"['linear', 'log']","For age group 15+, percentage of female labour to total female population.",%
females_aged_65plus_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rEZ0xOSmU7UuX7iOyL0Xp3g,Females aged 65+ labour force participation rate,lin,"['linear', 'log']","For age group 65+, percentage of female labour to total female population.",%
males_aged_15_64_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rB4P-M5oVWuv9CyQ5s1mvOA,Males aged 15-64 labour force participation rate,lin,"['linear', 'log']","For age group 15-64, percentage of male labour to total female population.",%
males_aged_25_54_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rj102tw9R1O_d56Uw_eqBzg,Males aged 25-54 labour force participation rate,lin,"['linear', 'log']","For age group 25-54, percentage of male labour to total female population.",%
males_aged_15plus_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rImcpLhokI0fXWNA-2nSWFw,Males aged 15+ labour force participation rate,lin,"['linear', 'log']","For age group 15+, percentage of male labour to total female population.",%
males_aged_65plus_labour_force_participation_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=r_hbrX2qsjHphzAAlwsxhRA,Males aged 65+ labour force participation rate,lin,"['linear', 'log']","For age group 65+, percentage of male labour to total female population.",%
aged_15_24_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rb0oP4d1BREXa8xMIUf4NZg,Aged 15-24 unemployment rate,lin,"['linear', 'log']","Percentage of total population, age group 15-24, that has been registered as unemployed during the given year.",%
aged_25_54_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rEMA-cbNPaOtpDyxTcwugnw,Aged 25-54 unemployment rate,lin,"['linear', 'log']","Percentage of total population, age group 25-54, that has been registered as unemployed during the given year.",%
aged_15plus_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rlD36wGmkwFt3ED558waCTQ,Aged 15+ unemployment rate,lin,"['linear', 'log']","Percentage of total population, age group above 15, that has been registered as unemployed during the given year.",%
aged_55plus_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rNn0y3e0bCpaqTM_8BVZBdg,Aged 55+ unemployment rate,lin,"['linear', 'log']","Percentage of total population, age group above 55, that has been registered as unemployed during the given year.",%
long_term_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rCRqVXC95LeKm_EvLrFNXKw,Long term unemployment rate,lin,"['linear', 'log']",Percentage of total population that has been registered as long-term unemployed during the given year.,%
females_aged_15_24_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rMf--YMvuEKf2LVppT63Xvw,"Females aged 15-24, unemployment rate",lin,"['linear', 'log']","Percentage of women, age group 15-24, that has been registered as unemployed during the given year.",%
females_aged_25_54_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=r9StWVETzyX9Lv-r4-2sh6w,"Females aged 25-54, unemployment rate",lin,"['linear', 'log']","Percentage of women, age group 25-54, that has been registered as unemployed during the given year.",%
females_aged_15plus_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rcHjAQAzF2e1yR1R-hywCEw,"Females aged 15+, unemployment rate",lin,"['linear', 'log']","Percentage of women, age group above 15, that has been registered as unemployed during the given year.",%
females_aged_55plus_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rz8kJ7CIyckuQAWgHUHe4sA,"Females aged 55+, unemployment rate",lin,"['linear', 'log']","Percentage of women, age group above 55, that has been registered as unemployed during the given year.",%
female_long_term_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rT5EpK40a19zVodp1HV1xGw,Female long term unemployment rate,lin,"['linear', 'log']",Percentage of female population that has been registered as long-term unemployed during the given year.,%
males_aged_15_24_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rGS7_GpdXrYyjhKkAFcLHGA,"Males aged 15-24, unemployment rate",lin,"['linear', 'log']","Percentage of men, age group 15-24, that has been registered as unemployed during the given year.",%
males_aged_25_54_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rjkDFSPV2pw9Pbnz2kpiqPQ,"Males aged 25-54, unemployment rate",lin,"['linear', 'log']","Percentage of men, age group 25-54, that has been registered as unemployed during the given year.",%
males_aged_15plus_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=r5_68IYi0bC1bRjGMFYFk8g,"Males aged 15+, unemployment rate",lin,"['linear', 'log']","Percentage of men, age group above 15, that has been registered as unemployed during the given year.",%
males_aged_55plus_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rSMPg9BmVRsqE8_k1ARUudA,"Males aged 55+, unemployment rate",lin,"['linear', 'log']","Percentage of men, age group above 55, that has been registered as unemployed during the given year.",%
male_long_term_unemployment_rate_percent,measure,,,http://spreadsheets.google.com/pub?key=rezDaYxOOBEFgR4TiPN9qtw,Male long term unemployment rate,lin,"['linear', 'log']",Percentage of male population that has been registered as long-term unemployed during the given year.,%
under_five_mortality_from_cme_per_1000_born,measure,,,http://spreadsheets.google.com/pub?key=p8SIY47PNEw6pJRPAS1tXPQ,Under-five mortality from CME,log,"['log', 'linear']","Death of children under five years of age per 1,000 live births. By The Inter-Agency Child Mortality Estimation Group (WHO, UNICEF, the United Nations Population Division, the World Bank, and independent experts) Sep 20 2011",per 1 000 born
under_five_mortality_from_ihme_per_1000_born,measure,,,http://spreadsheets.google.com/pub?key=p8SIY47PNEw4TgTkrmIVIXA,Under-five mortality from IHME,log,"['log', 'linear']","Death of children under five years of age per 1,000 live births. Estimates and projections from the Institute for Health Metrics and Evaluation, 1970-2015.",per 1 000 born
old_version_of_income_per_person_version_3,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0npaJxInyYDg,Old version (3) of Income per person,log,"['log', 'linear']","The version of Income per person used before 22 december 2008 (version 3). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 1990 prices). ",
old_version_of_income_per_person_version_8,measure,,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdE5xWmcyYVZJQzJvOFpZUklqX3lkSkE,Old version (8) of Income per person,log,"['log', 'linear']","The version of Income per person used before 12 july 2010 (version 8). Gross Domestic Product per person by Purchasing Power Parities (in international dollars, fixed 2050 prices). ",
alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,measure,,,http://spreadsheets.google.com/pub?key=tSUr_yZVbM6a3AGJEq_Z2Pw,Alternative GDP/capita from PWT,log,"['log', 'linear']","Expressed in international $ (PPP) and adjusted for inflation (in 2000 prices). The indicator measures the same thing as ""income per person"", but the source is different: Penn World Tables 6.2.","PPP$, inflation-adjusted"
subsistence_incomes_per_person,measure,,,http://spreadsheets.google.com/pub?key=0ArfEDsV3bBwCdGlGLVd4OGVfcVdScVBSS0JLVHpiMlE,Subsistence incomes per person,log,"['log', 'linear']","The same as ""Income per person (GDP/capita, inflation-adjusted $)"" (version 9), but expressed in subsistence incomes per person ratehr than international $ per person. One subsistence income is equal to $1.25 per day (i.e. the lower poverty line), or $456.24 per year. Hence, we divided incomes epr person with 456.25.",
alternative_poverty_percent_below_nationally_defined_poverty,measure,,,http://spreadsheets.google.com/pub?key=pyj6tScZqmEd1R9UmohEIaA,Alternative poverty,lin,"['linear', 'log']",National poverty rate is the percentage of the population living below the national poverty line. National estimates are based on population-weighted subgroup estimates from household surveys. Poverty lines vary between countries and so rates are not comparable. ,% below nationally defined poverty line
data_quality_income_per_person,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj0atjJIuxy-KQ,Data quality - Income per person,,"['linear', 'log']","Rates the quality for each observation of ""Income per person - revised"". The ratings are 0 (data quality not known yet) and 5 (very bad). You can use this ""indicator"" as color together with income per person to highlight the roughest observations.",
data_quality_life_expectancy,measure,,,http://spreadsheets.google.com/pub?key=p8SIY47PNEw6vGCNzlYJ5eA,Data quality - Life expectancy,lin,"['linear', 'log']","Rates the quality for each observation of ""Life expectancy at birth"": (1) Yearly data; (2) Trend data; (3) Yearly guesstimates; (4) Trend guesstimates. You can use this ""indicator"" together with ""Life expectancy at birth"" to highlight the roughest observations.",
data_quality_population,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj1ONZlWMf9KQA,Data quality - Population,,"['linear', 'log']","Rates the quality for each observation of ""Population, total"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with total population to highlight the roughest observations.",
estimate_or_projection_of_under_five_mortality_rate_from_ihme,measure,,,http://spreadsheets.google.com/pub?key=p8SIY47PNEw4vx1GOsJM7bA,Estimate or projection of child mortality,lin,"['linear', 'log']","1=estimate; 2=projection (quality indicator for ""Under-five mortality from IHME"")","age 5-, from IHME"
data_quality_children_per_woman,measure,,,http://spreadsheets.google.com/pub?key=thlR4hyNMEnaVyV_uxRzjfQ,Data quality - Children per woman,lin,"['linear', 'log']","Rates the quality for each observation of ""Children per woman"". The ratings are 1 (very good); 2 (good); 3 (fair); 4 (bad) and 5 (very bad). You can use this ""indicator"" together with ""Children per woman"" to highlight the roughest observations.",
data_method_maternal_mortality,measure,,,http://spreadsheets.google.com/pub?key=thDxsgSWvLGW4M1qUBby7OQ,Data method - Maternal mortality,,"['linear', 'log']","Method used to estimate ""Maternal mortality"": 1-Registration; 2-Reg. but ill defined; 3-Sisterhood surveys; 4-Mortality surveys, 5-Sample reg.; 6-Census based estim.; 7-Other data; 8-No data, model used",
economic_growth_over_the_past_10_years,measure,,,http://spreadsheets.google.com/pub?key=tkdAnkbHJxPAlRX6P1mAh8w,Economic growth over past 10 yr,,"['linear', 'log']","Average annual growth in GDP per capita over the past 10 years, i.e. the data for 1980 concerns the average growth 1970-80. The data is based on the PWT 6.2.",
how_far_to_the_north,measure,,,http://spreadsheets.google.com/pub?key=rAIffGKCmiCdzTl1C0AR2nw,How far to the north,,"['linear', 'log']","The latitude of the country. A positive value means that the country is to the north of the equator, if it is negative it is to the south.",
income_per_person_with_projections,measure,,,http://spreadsheets.google.com/pub?key=rX3Jfop_ebuY-chuMpCgmRg,Income per person,Log,"['linear', 'log']","The same as ""Income per person (GDP/capita, inflation-adjusted $)"", with projections from IMF after 2007.",with projections
life_expectancy_at_birth_with_projections,measure,,,http://spreadsheets.google.com/pub?key=tiAiXcrneZrUnnJ9dBU-PAw,Life expectancy,lin,"['linear', 'log']",The number of years a newborn child would live if current mortality patterns were to stay the same. Medium variant projections until 2050,with projections
children_per_woman_total_fertility_with_projections,measure,,,http://spreadsheets.google.com/pub?key=tGdhNYGTGtunwzkKJ9aRhsA,Babies per woman,lin,"['linear', 'log']",Total fertility rate. The number of children that would be born to each woman with prevailing age-specific fertility rates. Data after 2010 is based on the medium estimates from UN population division.,"total fertility, with projections"
total_population_with_projections,measure,,,http://spreadsheets.google.com/pub?key=tL0jLxFBF9TbXIN_39b1qcQ,Total population,,"['linear', 'log']","Total number of population of both sexes, data after 2010 is based on the medium estimates from UN population division.",with projections
female_population_with_projections,measure,,,http://spreadsheets.google.com/pub?key=t6nZVbvqsF-BbyheqUxerZQ,Female population,lin,"['linear', 'log']","Total number of female population, data after 2010 is based on the medium estimates from UN population division.",with projections
male_population_with_projections,measure,,,http://spreadsheets.google.com/pub?key=tZMsbTkrY0k4OkkkXEfp6pA,Male population,lin,"['linear', 'log']","Total number of male population, data after 2010 is based on the medium estimates from UN population division.",with projections
population_growth_annual_percent_with_projections,measure,,,http://spreadsheets.google.com/pub?key=rZrHzR__kZfmw6L_xUx7cwg,Population growth,lin,"['linear', 'log']","Annual change of population in percentage, data after 2010 is based on the medium estimates from UN population division.","annual %, with projections"
year_categorization_1820_2010,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj2t4ep52YXjSg,Year categorization 1820-2010,,"['linear', 'log']","This ""indicator"" simply duplicates the years between 1820 and 2010. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. Use this one for long time series. ",
year_categorization_1950,measure,,,http://spreadsheets.google.com/pub?key=phAwcNAVuyj02SA7cGjnRbA,Year categorization 1950-,,"['linear', 'log']","This ""indicator"" simply duplicates the years between 1950 and 2008. Use it to color the bubbles (by selecting this indicator under ""color"" in the top right-hand corner of the graph). This is useful when enabling ""trails"" for several countries. ",
traffic_deaths_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=tK87SOy-oZlfW99UDD7L3hw,Traffic deaths,lin,"['linear', 'log']","Traffic mortality per 100 000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
burns_deaths_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGloTm9wekpDcUdMUjhlYWFKaHdnVWc,Burns deaths,lin,"['linear', 'log']","Burns, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
drownings_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldF9ZRnhuWWljUXJHRDRpb0cyaHNLSUE,Drownings,lin,"['linear', 'log']","Drownings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
falls_deaths_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldEJZajRXMWZPTE9nUXFBNUdPcG5yT2c,"Falls, deaths",lin,"['linear', 'log']","Falls, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
poisonings_deaths_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhVLXVsSTB0aDY2eXdLaEt1T0psdXc,"Poisonings, deaths",lin,"['linear', 'log']","Unintentional poisonings, age-adjusted mortality per 100 000 standard population. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
cars_trucks_and_buses_per_1000_persons,measure,,,http://spreadsheets.google.com/pub?key=tu0H0unnUriNvMXwH_qOqzw,"Cars, trucks, buses",lin,"['linear', 'log']","Registered four-wheel motor vehicles per 1,000 population. Cars, buses, and freight vehicles but  not  two-wheelers.",per 1 000 people
traffic_deaths_women_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=t4pYrpNzP-JeR7zSjOyDofQ,Traffic deaths women,lin,"['linear', 'log']","Mortality among women due to traffic injury, per 100,000 standard population, age adjusted, This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
traffic_deaths_men_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=tUaaG6Pu9zT_BVIsLvGLQdA,Traffic deaths men,lin,"['linear', 'log']","Mortality among men due to traffic injury, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
suicide_women_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=tUD6kmYmB_Bp85SRdEn1Krg,Suicide women,lin,"['linear', 'log']","Mortality due to self-inflicted injury among women, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
suicide_men_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=tB8ge4cxd8TL7yIV4ALm5NA,Suicide men,lin,"['linear', 'log']","Mortality due to self-inflicted injury among men, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
murdered_women_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=tyeSLo9Zpmw_e05IR3EoReg,Murdered women,lin,"['linear', 'log']","Mortality among women due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
murdered_men_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=tHgVOu-6TYQ6Kig0Ur3Y-kw,Murdered men,lin,"['linear', 'log']","Mortality among men due to interpersonal violence, per 100,000 standard population, age adjusted. This rate is calculated as if all countries had the same age composition of the population.",per 100 000 people
car_deaths_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=tLf-4GD5z0QxqsDoUz4vOlg,Car deaths,lin,"['linear', 'log']","Mortality among drivers and passengers of 4-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",per 100 000 people
motorcycle_deaths_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=t7-m0musxnWbugcQ9ECH4KA,Motorcycle deaths,lin,"['linear', 'log']","Mortality among drivers and passengers of 2-wheel motorized vehicles, per 100,000. Age adjusted (calculated as if all countries had the same age structure).",per 100 000 people
murdered_children_0_14_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldC1rcTI5OU50Mnc1djdkNXpnWUFrZmc,Murdered children 0-14,lin,"['linear', 'log']","Mortality among  children aged 0-14 years due to interpersonal violence, per 100,000 standard population, age adjusted",per 100 000 people
murdered_15_29_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldDFGSGhtOWt0cS1JbEIzS29EZzlQRXc,Murdered 15-29,lin,"['linear', 'log']","Mortality among persons aged 15-29 due to interpersonal violence, per 100,000 standard population, age adjusted",per 100 000 people
murdered_30_44_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG51d0o2T0JQWXFTMUlydWFsSTZMeFE,Murdered 30-44,lin,"['linear', 'log']","Mortality among persons aged 30-44 due to interpersonal violence, per 100,000 standard population, age adjusted",per 100 000 people
murdered_45_59_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldElCSWl6TkpaZ1JpcXVxa2tmUGhxbFE,Murdered 45-59,lin,"['linear', 'log']","Mortality among persons aged 45-59 due to interpersonal violence, per 100,000 standard population, age adjusted",per 100 000 people
murdered_60plus_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldGF1WHhpZFVQTWswclJHdjE3MkZ4c3c,Murdered 60+,lin,"['linear', 'log']","Mortality among persons aged 60+ due to interpersonal violence, per 100,000 standard population, age adjusted",per 100 000 people
suicide_age_0_14_per_100000_people,measure,,,http://spreadsheets.google.com/pub?key=0AgogXXPMARyldGhJdkhTSHNEYTFKQjRrMlBwZXk1TkE,Suicide age 0-14,lin,"['linear', 'log']","Mortality due to self-inflicted injury among children aged 0-14 years, per 100,000 standard population, age adjusted",per 100 000 people
suicide_age_15_29_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldHNWNkNVR2Zwalc2U04zTjE5MDZlUkE,Suicide age 15-29,lin,"['linear', 'log']","Mortality due to self-inflicted injury among persons aged 15-29 years, per 100,000 standard population, age adjusted",per 100 000 people
suicide_age_30_44_per_100000_people,measure,,,https://spreadsheets.google.com/pub?key=0AgogXXPMARyldG9MeHpzRkNHQmZ4MmtxSnd2Y0o2UFE,Suicide age 30-44,lin,"['linear', 'log']","Mortality due to self-inflicted injury among persons aged 30-44 years, per 100,000 standard population, age adjusted",per 100 000 people
